name,code,phase,section,subsection,unit,price
Устройство проемов при кладке стен,1–150,Этап №1,Проемы: Резка и устройство проемов,Проемы,шт,390.00
Устройство штукатурной армировочной сетки 5х5 на откосы,1–151,Этап №1,Проемы: Штукатурка,Проемы,м2,140.00
Формирование дверного проема,1–152,Этап №1,Проемы: Резка и устройство проемов,Проемы,шт,850.00
Формирование дверного проема (демонтаж и монтаж перегородки),1–153,Этап №1,Проемы: Резка и устройство проемов,Проемы,шт,1875.00
Формирование дверных проемов,1–154,Этап №1,Проемы: Резка и устройство проемов,Проемы,шт,850.00
Формирование дверных проемов при монтаже перегородок,1–155,Этап №1,Проемы: Резка и устройство проемов,Проемы,м2,315.00
Формирование дверных проемов при монтаже перегородок,1–156,Этап №1,Проемы: Резка и устройство проемов,Проемы,шт,625.00
Формирование корректного дверного проема,1–157,Этап №1,Проемы: Резка и устройство проемов,Проемы,шт,500.00
Формирование проема,1–158,Этап №1,Проемы: Резка и устройство проемов,Проемы,шт,850.00
Штукатурка арочных откосов,1–159,Этап №1,Проемы: Откосы - штукатурка,Проемы,м.п.,715.00
Штукатурка верхнего откоса двери,1–160,Этап №1,Проемы: Двери и фурнитура,Проемы,м.п.,445.00
Штукатурка оконных откосов,1–161,Этап №1,Проемы: Штукатурка,Проемы,м.п.,320.00
Штукатурка откоса входной двери,1–162,Этап №1,Проемы: Двери и фурнитура,Проемы,м.п.,435.00
Штукатурка откосов,1–163,Этап №1,Проемы: Откосы - штукатурка,Проемы,м.п.,445.00
Штукатурка откосов арочных,1–164,Этап №1,Проемы: Откосы - штукатурка,Проемы,м.п.,715.00
Штукатурка откосов в 2 слоя с угловой сеткой и сеткой примыкания,1–165,Этап №1,Проемы: Откосы - штукатурка,Проемы,м.п.,440.00
